subdomain,ip,provider,detail
vcv068229.vpn.uci.edu,128.195.68.229,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069022.vpn.uci.edu,128.195.69.22,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069023.vpn.uci.edu,128.195.69.23,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069012.vpn.uci.edu,128.195.69.12,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069014.vpn.uci.edu,128.195.69.14,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069013.vpn.uci.edu,128.195.69.13,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069015.vpn.uci.edu,128.195.69.15,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069019.vpn.uci.edu,128.195.69.19,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069020.vpn.uci.edu,128.195.69.20,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069024.vpn.uci.edu,128.195.69.24,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069021.vpn.uci.edu,128.195.69.21,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069026.vpn.uci.edu,128.195.69.26,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069025.vpn.uci.edu,128.195.69.25,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069027.vpn.uci.edu,128.195.69.27,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069029.vpn.uci.edu,128.195.69.29,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069028.vpn.uci.edu,128.195.69.28,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069042.vpn.uci.edu,128.195.69.42,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069030.vpn.uci.edu,128.195.69.30,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069011.vpn.uci.edu,128.195.69.11,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069031.vpn.uci.edu,128.195.69.31,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069033.vpn.uci.edu,128.195.69.33,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069032.vpn.uci.edu,128.195.69.32,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069034.vpn.uci.edu,128.195.69.34,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069036.vpn.uci.edu,128.195.69.36,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069035.vpn.uci.edu,128.195.69.35,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069037.vpn.uci.edu,128.195.69.37,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069039.vpn.uci.edu,128.195.69.39,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069040.vpn.uci.edu,128.195.69.40,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069050.vpn.uci.edu,128.195.69.50,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069038.vpn.uci.edu,128.195.69.38,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069043.vpn.uci.edu,128.195.69.43,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069044.vpn.uci.edu,128.195.69.44,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069045.vpn.uci.edu,128.195.69.45,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069053.vpn.uci.edu,128.195.69.53,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069046.vpn.uci.edu,128.195.69.46,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069048.vpn.uci.edu,128.195.69.48,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069047.vpn.uci.edu,128.195.69.47,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069057.vpn.uci.edu,128.195.69.57,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069049.vpn.uci.edu,128.195.69.49,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069051.vpn.uci.edu,128.195.69.51,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069052.vpn.uci.edu,128.195.69.52,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069055.vpn.uci.edu,128.195.69.55,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069060.vpn.uci.edu,128.195.69.60,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069054.vpn.uci.edu,128.195.69.54,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069056.vpn.uci.edu,128.195.69.56,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069068.vpn.uci.edu,128.195.69.68,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069070.vpn.uci.edu,128.195.69.70,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069058.vpn.uci.edu,128.195.69.58,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069059.vpn.uci.edu,128.195.69.59,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069074.vpn.uci.edu,128.195.69.74,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069061.vpn.uci.edu,128.195.69.61,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069062.vpn.uci.edu,128.195.69.62,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069065.vpn.uci.edu,128.195.69.65,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069063.vpn.uci.edu,128.195.69.63,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069069.vpn.uci.edu,128.195.69.69,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069076.vpn.uci.edu,128.195.69.76,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069066.vpn.uci.edu,128.195.69.66,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069071.vpn.uci.edu,128.195.69.71,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069067.vpn.uci.edu,128.195.69.67,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069064.vpn.uci.edu,128.195.69.64,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069073.vpn.uci.edu,128.195.69.73,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069072.vpn.uci.edu,128.195.69.72,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069087.vpn.uci.edu,128.195.69.87,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069075.vpn.uci.edu,128.195.69.75,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069077.vpn.uci.edu,128.195.69.77,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069078.vpn.uci.edu,128.195.69.78,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069085.vpn.uci.edu,128.195.69.85,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069086.vpn.uci.edu,128.195.69.86,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069084.vpn.uci.edu,128.195.69.84,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069100.vpn.uci.edu,128.195.69.100,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069082.vpn.uci.edu,128.195.69.82,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069079.vpn.uci.edu,128.195.69.79,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069089.vpn.uci.edu,128.195.69.89,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069103.vpn.uci.edu,128.195.69.103,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069088.vpn.uci.edu,128.195.69.88,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069080.vpn.uci.edu,128.195.69.80,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069098.vpn.uci.edu,128.195.69.98,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069081.vpn.uci.edu,128.195.69.81,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069091.vpn.uci.edu,128.195.69.91,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069092.vpn.uci.edu,128.195.69.92,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069090.vpn.uci.edu,128.195.69.90,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069093.vpn.uci.edu,128.195.69.93,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069096.vpn.uci.edu,128.195.69.96,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069094.vpn.uci.edu,128.195.69.94,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069097.vpn.uci.edu,128.195.69.97,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069099.vpn.uci.edu,128.195.69.99,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069095.vpn.uci.edu,128.195.69.95,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069101.vpn.uci.edu,128.195.69.101,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069113.vpn.uci.edu,128.195.69.113,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069102.vpn.uci.edu,128.195.69.102,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069083.vpn.uci.edu,128.195.69.83,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069117.vpn.uci.edu,128.195.69.117,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069105.vpn.uci.edu,128.195.69.105,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069104.vpn.uci.edu,128.195.69.104,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069107.vpn.uci.edu,128.195.69.107,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069116.vpn.uci.edu,128.195.69.116,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069106.vpn.uci.edu,128.195.69.106,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069118.vpn.uci.edu,128.195.69.118,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069109.vpn.uci.edu,128.195.69.109,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069108.vpn.uci.edu,128.195.69.108,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069110.vpn.uci.edu,128.195.69.110,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069120.vpn.uci.edu,128.195.69.120,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069122.vpn.uci.edu,128.195.69.122,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069115.vpn.uci.edu,128.195.69.115,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069124.vpn.uci.edu,128.195.69.124,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069112.vpn.uci.edu,128.195.69.112,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069127.vpn.uci.edu,128.195.69.127,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069130.vpn.uci.edu,128.195.69.130,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069123.vpn.uci.edu,128.195.69.123,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069121.vpn.uci.edu,128.195.69.121,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069128.vpn.uci.edu,128.195.69.128,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069111.vpn.uci.edu,128.195.69.111,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069126.vpn.uci.edu,128.195.69.126,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069135.vpn.uci.edu,128.195.69.135,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069125.vpn.uci.edu,128.195.69.125,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069140.vpn.uci.edu,128.195.69.140,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069136.vpn.uci.edu,128.195.69.136,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069144.vpn.uci.edu,128.195.69.144,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069129.vpn.uci.edu,128.195.69.129,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069132.vpn.uci.edu,128.195.69.132,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069131.vpn.uci.edu,128.195.69.131,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069143.vpn.uci.edu,128.195.69.143,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069141.vpn.uci.edu,128.195.69.141,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069138.vpn.uci.edu,128.195.69.138,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069119.vpn.uci.edu,128.195.69.119,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069133.vpn.uci.edu,128.195.69.133,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069139.vpn.uci.edu,128.195.69.139,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069151.vpn.uci.edu,128.195.69.151,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069134.vpn.uci.edu,128.195.69.134,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069142.vpn.uci.edu,128.195.69.142,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069159.vpn.uci.edu,128.195.69.159,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069150.vpn.uci.edu,128.195.69.150,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069145.vpn.uci.edu,128.195.69.145,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069146.vpn.uci.edu,128.195.69.146,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069147.vpn.uci.edu,128.195.69.147,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069148.vpn.uci.edu,128.195.69.148,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069160.vpn.uci.edu,128.195.69.160,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069162.vpn.uci.edu,128.195.69.162,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069152.vpn.uci.edu,128.195.69.152,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069149.vpn.uci.edu,128.195.69.149,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069156.vpn.uci.edu,128.195.69.156,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069155.vpn.uci.edu,128.195.69.155,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069165.vpn.uci.edu,128.195.69.165,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069153.vpn.uci.edu,128.195.69.153,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069154.vpn.uci.edu,128.195.69.154,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069158.vpn.uci.edu,128.195.69.158,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069161.vpn.uci.edu,128.195.69.161,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069157.vpn.uci.edu,128.195.69.157,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069163.vpn.uci.edu,128.195.69.163,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069179.vpn.uci.edu,128.195.69.179,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069174.vpn.uci.edu,128.195.69.174,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069166.vpn.uci.edu,128.195.69.166,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069167.vpn.uci.edu,128.195.69.167,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069182.vpn.uci.edu,128.195.69.182,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069164.vpn.uci.edu,128.195.69.164,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069168.vpn.uci.edu,128.195.69.168,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069169.vpn.uci.edu,128.195.69.169,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069177.vpn.uci.edu,128.195.69.177,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069172.vpn.uci.edu,128.195.69.172,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069171.vpn.uci.edu,128.195.69.171,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069170.vpn.uci.edu,128.195.69.170,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069184.vpn.uci.edu,128.195.69.184,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069192.vpn.uci.edu,128.195.69.192,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069173.vpn.uci.edu,128.195.69.173,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069181.vpn.uci.edu,128.195.69.181,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069185.vpn.uci.edu,128.195.69.185,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069180.vpn.uci.edu,128.195.69.180,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069175.vpn.uci.edu,128.195.69.175,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069187.vpn.uci.edu,128.195.69.187,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069178.vpn.uci.edu,128.195.69.178,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069186.vpn.uci.edu,128.195.69.186,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069195.vpn.uci.edu,128.195.69.195,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069183.vpn.uci.edu,128.195.69.183,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069188.vpn.uci.edu,128.195.69.188,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069199.vpn.uci.edu,128.195.69.199,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069200.vpn.uci.edu,128.195.69.200,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069193.vpn.uci.edu,128.195.69.193,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069190.vpn.uci.edu,128.195.69.190,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069191.vpn.uci.edu,128.195.69.191,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069205.vpn.uci.edu,128.195.69.205,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069196.vpn.uci.edu,128.195.69.196,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069197.vpn.uci.edu,128.195.69.197,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069201.vpn.uci.edu,128.195.69.201,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069202.vpn.uci.edu,128.195.69.202,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069214.vpn.uci.edu,128.195.69.214,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069203.vpn.uci.edu,128.195.69.203,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069204.vpn.uci.edu,128.195.69.204,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069207.vpn.uci.edu,128.195.69.207,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069206.vpn.uci.edu,128.195.69.206,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069209.vpn.uci.edu,128.195.69.209,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069208.vpn.uci.edu,128.195.69.208,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069189.vpn.uci.edu,128.195.69.189,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069211.vpn.uci.edu,128.195.69.211,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069194.vpn.uci.edu,128.195.69.194,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069212.vpn.uci.edu,128.195.69.212,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069213.vpn.uci.edu,128.195.69.213,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069210.vpn.uci.edu,128.195.69.210,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069226.vpn.uci.edu,128.195.69.226,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069215.vpn.uci.edu,128.195.69.215,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069219.vpn.uci.edu,128.195.69.219,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069216.vpn.uci.edu,128.195.69.216,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069218.vpn.uci.edu,128.195.69.218,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069228.vpn.uci.edu,128.195.69.228,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069217.vpn.uci.edu,128.195.69.217,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069230.vpn.uci.edu,128.195.69.230,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069220.vpn.uci.edu,128.195.69.220,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069223.vpn.uci.edu,128.195.69.223,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069221.vpn.uci.edu,128.195.69.221,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069222.vpn.uci.edu,128.195.69.222,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069225.vpn.uci.edu,128.195.69.225,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069224.vpn.uci.edu,128.195.69.224,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069227.vpn.uci.edu,128.195.69.227,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069198.vpn.uci.edu,128.195.69.198,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069236.vpn.uci.edu,128.195.69.236,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069239.vpn.uci.edu,128.195.69.239,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069244.vpn.uci.edu,128.195.69.244,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069229.vpn.uci.edu,128.195.69.229,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069233.vpn.uci.edu,128.195.69.233,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069231.vpn.uci.edu,128.195.69.231,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069249.vpn.uci.edu,128.195.69.249,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069234.vpn.uci.edu,128.195.69.234,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069238.vpn.uci.edu,128.195.69.238,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069237.vpn.uci.edu,128.195.69.237,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069255.vpn.uci.edu,128.195.69.255,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069235.vpn.uci.edu,128.195.69.235,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069240.vpn.uci.edu,128.195.69.240,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069242.vpn.uci.edu,128.195.69.242,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069243.vpn.uci.edu,128.195.69.243,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv070000.vpn.uci.edu,128.195.70.0,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069241.vpn.uci.edu,128.195.69.241,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv070005.vpn.uci.edu,128.195.70.5,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv070003.vpn.uci.edu,128.195.70.3,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069252.vpn.uci.edu,128.195.69.252,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069247.vpn.uci.edu,128.195.69.247,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv070006.vpn.uci.edu,128.195.70.6,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069245.vpn.uci.edu,128.195.69.245,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069246.vpn.uci.edu,128.195.69.246,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069248.vpn.uci.edu,128.195.69.248,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069250.vpn.uci.edu,128.195.69.250,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv070009.vpn.uci.edu,128.195.70.9,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069253.vpn.uci.edu,128.195.69.253,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069251.vpn.uci.edu,128.195.69.251,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069254.vpn.uci.edu,128.195.69.254,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv070010.vpn.uci.edu,128.195.70.10,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv069232.vpn.uci.edu,128.195.69.232,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv070004.vpn.uci.edu,128.195.70.4,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv070002.vpn.uci.edu,128.195.70.2,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv070007.vpn.uci.edu,128.195.70.7,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv070001.vpn.uci.edu,128.195.70.1,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv070008.vpn.uci.edu,128.195.70.8,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv070020.vpn.uci.edu,128.195.70.20,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv070021.vpn.uci.edu,128.195.70.21,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv070025.vpn.uci.edu,128.195.70.25,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv070017.vpn.uci.edu,128.195.70.17,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv070015.vpn.uci.edu,128.195.70.15,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv070011.vpn.uci.edu,128.195.70.11,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv070013.vpn.uci.edu,128.195.70.13,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv070016.vpn.uci.edu,128.195.70.16,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv070014.vpn.uci.edu,128.195.70.14,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv070012.vpn.uci.edu,128.195.70.12,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv070032.vpn.uci.edu,128.195.70.32,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv070019.vpn.uci.edu,128.195.70.19,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
vcv070018.vpn.uci.edu,128.195.70.18,UCI on-prem,"UCI campus (UCI-NET, AS3127)"
